step,node_index,dim_index,value,drift
1,4,4,0.3919125768940431,0.035144055529006665
1,4,5,0.34144935302066937,0.035144055529006665
1,4,6,-0.5648658928126902,0.035144055529006665
1,4,7,-0.10538368727009739,0.035144055529006665
2,0,0,0.182978707247437,0.036564640790079865
2,0,1,-0.061043877280730255,0.036564640790079865
2,0,2,0.2584801407779812,0.036564640790079865
2,0,3,-0.8529522717934468,0.036564640790079865
2,0,4,0.36425053054399315,0.036564640790079865
2,0,5,0.18299310356568066,0.036564640790079865
2,0,6,0.04773840016881174,0.036564640790079865
2,0,7,0.0029990727962407385,0.036564640790079865
2,1,0,0.006721991271098819,0.048774343886668486
2,1,1,0.221372252278261,0.048774343886668486
2,1,2,-0.0457615610252198,0.048774343886668486
2,1,3,-0.3872623804571917,0.048774343886668486
2,1,4,0.29173614826646915,0.048774343886668486
2,1,5,0.5187542727998802,0.048774343886668486
2,1,6,-0.6648893451585828,0.048774343886668486
2,1,7,-0.050882690702601194,0.048774343886668486
2,2,0,0.30221380198106873,0.04882187234850579
2,2,1,-0.36143111321261817,0.04882187234850579
2,2,2,0.3723424969548273,0.04882187234850579
2,2,3,-0.4349617132874506,0.04882187234850579
2,2,4,0.14942225539696974,0.04882187234850579
2,2,5,0.41437074813615477,0.04882187234850579
2,2,6,-0.27660628153873346,0.04882187234850579
2,2,7,-0.42386622484572856,0.04882187234850579
2,3,0,0.036074336476709934,0.042638643570233045
2,3,1,-0.3017033464903622,0.042638643570233045
2,3,2,0.5196013248516558,0.042638643570233045
2,3,3,0.12021345260867135,0.042638643570233045
2,3,4,-0.48343295787986973,0.042638643570233045
2,3,5,-0.49982219011285783,0.042638643570233045
2,3,6,-0.3117259953929568,0.042638643570233045
2,3,7,-0.20623815576608542,0.042638643570233045
2,4,0,-0.05908086079155568,0.06332887998277696
2,4,1,-0.29339535068551315,0.06332887998277696
2,4,2,0.0012212516342000798,0.06332887998277696
2,4,3,-0.48879630932780427,0.06332887998277696
2,4,4,0.3200082021803146,0.06332887998277696
2,4,5,0.6220558606053672,0.06332887998277696
2,4,6,-0.41002664908206393,0.06332887998277696
2,4,7,0.11842591544319499,0.06332887998277696
3,0,0,0.08208486924592408,0.045808743154683175
3,0,1,-0.2517449336840455,0.045808743154683175
3,0,2,0.11857111758427936,0.045808743154683175
3,0,3,-0.8407041743923583,0.045808743154683175
3,0,4,0.3608816882906022,0.045808743154683175
3,0,5,0.27521470906814466,0.045808743154683175
3,0,6,0.05533592421471304,0.045808743154683175
3,0,7,-0.0017742819299650817,0.045808743154683175
3,1,0,0.03725422587531259,0.05944264400481125
3,1,1,0.44696189323118596,0.05944264400481125
3,1,2,0.09233383602931004,0.05944264400481125
3,1,3,-0.20829418707410582,0.05944264400481125
3,1,4,0.2295562140856928,0.05944264400481125
3,1,5,0.7021236994935607,0.05944264400481125
3,1,6,-0.3741708480851408,0.05944264400481125
3,1,7,0.24748254838129555,0.05944264400481125
3,2,0,0.11211953840233463,0.06464126380028117
3,2,1,-0.21599218058106656,0.06464126380028117
3,2,2,0.437658988988864,0.06464126380028117
3,2,3,-0.4304955634148418,0.06464126380028117
3,2,4,0.26254813029662166,0.06464126380028117
3,2,5,0.5100348069171813,0.06464126380028117
3,2,6,-0.18053429993616216,0.06464126380028117
3,2,7,-0.4497166948272404,0.06464126380028117
3,3,0,0.1135705182775201,0.06159980150607376
3,3,1,-0.3211386631201605,0.06159980150607376
3,3,2,0.4155730908301147,0.06159980150607376
3,3,3,-0.10952418681481277,0.06159980150607376
3,3,4,-0.3737359932513013,0.06159980150607376
3,3,5,-0.5519924856873003,0.06159980150607376
3,3,6,-0.20331100270036384,0.06159980150607376
3,3,7,-0.462131466081044,0.06159980150607376
3,4,0,0.18223936549015096,0.08337694219695604
3,4,1,-0.14915434314753445,0.08337694219695604
3,4,2,-0.05287719832418614,0.08337694219695604
3,4,3,-0.49240097502564384,0.08337694219695604
3,4,4,0.07086599480774801,0.08337694219695604
3,4,5,0.6931670923405302,0.08337694219695604
3,4,6,-0.3582670885530388,0.08337694219695604
3,4,7,0.29228267308332084,0.08337694219695604
4,0,0,-0.08838037605632573,0.050738612466681175
4,0,1,-0.16442430818982093,0.050738612466681175
4,0,2,-0.12480649382347578,0.050738612466681175
4,0,3,-0.874553423124336,0.050738612466681175
4,0,4,0.4134420339584672,0.050738612466681175
4,0,5,0.08920500015073687,0.050738612466681175
4,0,6,0.033325028823113424,0.050738612466681175
4,0,7,-0.06878079535871791,0.050738612466681175
4,1,0,0.03613393226725551,0.07253489933544235
4,1,1,0.5312188373831639,0.07253489933544235
4,1,2,0.11471036790391616,0.07253489933544235
4,1,3,-0.052775130515724446,0.07253489933544235
4,1,4,0.12904478093983382,0.07253489933544235
4,1,5,0.6736176617169752,0.07253489933544235
4,1,6,-0.19014615365795484,0.07253489933544235
4,1,7,0.4404410643050615,0.07253489933544235
4,2,0,-0.07974866906798413,0.06954959786248013
4,2,1,-0.5045302218401235,0.06954959786248013
4,2,2,0.647632270055635,0.06954959786248013
4,2,3,-0.17558423441616183,0.06954959786248013
4,2,4,0.16943914095002505,0.06954959786248013
4,2,5,0.4595393418247914,0.06954959786248013
4,2,6,-0.08023451312615307,0.06954959786248013
4,2,7,-0.20617569033502797,0.06954959786248013
4,3,0,0.18021824676960624,0.08073183520237358
4,3,1,-0.3314245094508211,0.08073183520237358
4,3,2,0.2799625098335071,0.08073183520237358
4,3,3,-0.341015676387013,0.08073183520237358
4,3,4,-0.20852827296585014,0.08073183520237358
4,3,5,-0.44651775079870987,0.08073183520237358
4,3,6,-0.11912037086612551,0.08073183520237358
4,3,7,-0.6371472922530271,0.08073183520237358
4,4,0,0.1350640709073779,0.0954387313442293
4,4,1,0.017445962965407572,0.0954387313442293
4,4,2,-0.06296858568674121,0.0954387313442293
4,4,3,-0.0642088138244749,0.0954387313442293
4,4,4,0.0539497281488255,0.0954387313442293
4,4,5,0.9385889355824454,0.0954387313442293
4,4,6,-0.1108720092593173,0.0954387313442293
4,4,7,0.27787254593030863,0.0954387313442293
5,0,0,0.17272895967075047,0.05018680458498932
5,0,1,-0.30824967821672156,0.05018680458498932
5,0,2,0.004777590438219232,0.05018680458498932
5,0,3,-0.707500669105382,0.05018680458498932
5,0,4,0.4907917162118811,0.05018680458498932
5,0,5,0.33771808501709344,0.05018680458498932
5,0,6,0.13965330436010143,0.05018680458498932
5,0,7,0.01156540559037685,0.05018680458498932
5,1,0,0.19646844551684683,0.08200649668520035
5,1,1,0.5534616978457119,0.08200649668520035
5,1,2,0.06222697984079561,0.08200649668520035
5,1,3,0.14996653483995004,0.08200649668520035
5,1,4,-0.12746272653662033,0.08200649668520035
5,1,5,0.6654570341702123,0.08200649668520035
5,1,6,-0.24245825815723385,0.08200649668520035
5,1,7,0.33294492047728275,0.08200649668520035
5,2,0,-0.1399363084742848,0.07266514944889392
5,2,1,-0.37858292153168543,0.07266514944889392
5,2,2,0.4793888153076861,0.07266514944889392
5,2,3,-0.31883056287243877,0.07266514944889392
5,2,4,0.2471152223403522,0.07266514944889392
5,2,5,0.6168715070212673,0.07266514944889392
5,2,6,-0.055173183606590945,0.07266514944889392
5,2,7,-0.2469529616250067,0.07266514944889392
5,3,0,-0.008411514961752232,0.08448812712475803
5,3,1,-0.14255376411656545,0.08448812712475803
5,3,2,0.39346807062882655,0.08448812712475803
5,3,3,-0.3892966688950041,0.08448812712475803
5,3,4,-0.10913811586163541,0.08448812712475803
5,3,5,-0.5048038304529086,0.08448812712475803
5,3,6,0.0499441568151946,0.08448812712475803
5,3,7,-0.6356148165956419,0.08448812712475803
5,4,0,0.17273525322210248,0.11036993374085258
5,4,1,0.2722612690060313,0.11036993374085258
5,4,2,-0.25423400394419576,0.11036993374085258
5,4,3,-0.19280362584079822,0.11036993374085258
5,4,4,-0.11656613710140365,0.11036993374085258
5,4,5,0.8578000862215754,0.11036993374085258
5,4,6,0.11242738429426292,0.11036993374085258
5,4,7,0.17938671997760985,0.11036993374085258
6,0,0,-0.042176440041983496,0.05180209625826475
6,0,1,-0.40375380891747864,0.05180209625826475
6,0,2,0.08270108863250397,0.05180209625826475
6,0,3,-0.7395870473386016,0.05180209625826475
6,0,4,0.45095743111945447,0.05180209625826475
6,0,5,0.276797840385288,0.05180209625826475
6,0,6,-0.03734875725684808,0.05180209625826475
6,0,7,0.0009787712924022348,0.05180209625826475
6,1,0,0.2229810049865651,0.08872964555012064
6,1,1,0.4874999763091894,0.08872964555012064
6,1,2,-0.007172366939082809,0.08872964555012064
6,1,3,0.2788816986719377,0.08872964555012064
6,1,4,-0.23759752377198282,0.08872964555012064
6,1,5,0.6470350299965989,0.08872964555012064
6,1,6,-0.24944457093534453,0.08872964555012064
6,1,7,0.3121975182134723,0.08872964555012064
6,2,0,-0.2700149761229201,0.08193641971527231
6,2,1,-0.15948282101480551,0.08193641971527231
6,2,2,0.38421446860584924,0.08193641971527231
6,2,3,-0.38603168387555287,0.08193641971527231
6,2,4,0.27568769370314894,0.08193641971527231
6,2,5,0.6424381051897278,0.08193641971527231
6,2,6,-0.024056964201259204,0.08193641971527231
6,2,7,-0.3401569643956771,0.08193641971527231
6,3,0,0.177206892370291,0.10575199644240094
6,3,1,-0.2517132305121872,0.10575199644240094
6,3,2,0.00846736042323179,0.10575199644240094
6,3,3,-0.40526809884373705,0.10575199644240094
6,3,4,0.03654632718844023,0.10575199644240094
6,3,5,-0.2584315055820866,0.10575199644240094
6,3,6,0.20023440106511664,0.10575199644240094
6,3,7,-0.7954294081286629,0.10575199644240094
6,4,0,0.24609791678942694,0.10831983049733038
6,4,1,0.3130508869234413,0.10831983049733038
6,4,2,-0.266040961140185,0.10831983049733038
6,4,3,-0.3224645352965066,0.10831983049733038
6,4,4,-0.15056672697240564,0.10831983049733038
6,4,5,0.7323121240717296,0.10831983049733038
6,4,6,-0.05459050338418926,0.10831983049733038
6,4,7,0.3236391144839445,0.10831983049733038
7,0,0,-0.24903883539883157,0.05823855191933587
7,0,1,-0.4458119956511677,0.05823855191933587
7,0,2,0.13604778223616973,0.05823855191933587
7,0,3,-0.6762604371848496,0.05823855191933587
7,0,4,0.439190737373515,0.05823855191933587
7,0,5,0.23955226544198135,0.05823855191933587
7,0,6,-0.11209158636946968,0.05823855191933587
7,0,7,-0.023575993640756764,0.05823855191933587
7,1,0,0.11405517291108982,0.09174936386236743
7,1,1,0.5527632812768947,0.09174936386236743
7,1,2,-0.0025644600623008756,0.09174936386236743
7,1,3,0.23790639176894574,0.09174936386236743
7,1,4,-0.22989465868670542,0.09174936386236743
7,1,5,0.5930026342212078,0.09174936386236743
7,1,6,-0.15760119068724945,0.09174936386236743
7,1,7,0.44214966804197503,0.09174936386236743
7,2,0,-0.05887917165309931,0.09362342137815832
7,2,1,0.15651914311720266,0.09362342137815832
7,2,2,0.2129528092983188,0.09362342137815832
7,2,3,-0.20869206292102227,0.09362342137815832
7,2,4,0.4074603851398742,0.09362342137815832
7,2,5,0.6658832747747417,0.09362342137815832
7,2,6,0.11022071928136395,0.09362342137815832
7,2,7,-0.5114299699211186,0.09362342137815832
7,3,0,0.3011578222819868,0.12404715655721313
7,3,1,-0.31510933553905895,0.12404715655721313
7,3,2,-0.28681179228196896,0.12404715655721313
7,3,3,-0.3596377015477043,0.12404715655721313
7,3,4,0.14861187366556491,0.12404715655721313
7,3,5,-0.026622531228443092,0.12404715655721313
7,3,6,0.22127620790637936,0.12404715655721313
7,3,7,-0.7257081929901765,0.12404715655721313
7,4,0,0.494370312759754,0.12246413293975139
7,4,1,0.27383620522417895,0.12246413293975139
7,4,2,-0.010065072637535437,0.12246413293975139
7,4,3,-0.6279930400074168,0.12246413293975139
7,4,4,-0.166680438624667,0.12246413293975139
7,4,5,0.38695973790133437,0.12246413293975139
7,4,6,0.19248177283884965,0.12246413293975139
7,4,7,0.2675176980202794,0.12246413293975139
8,0,0,-0.4588465802426131,0.07006549438634141
8,0,1,-0.4782532887350671,0.07006549438634141
8,0,2,0.13391122345098977,0.07006549438634141
8,0,3,-0.59589314082919,0.07006549438634141
8,0,4,0.3107009565073364,0.07006549438634141
8,0,5,0.2941114118894076,0.07006549438634141
8,0,6,-0.06516828448136724,0.07006549438634141
8,0,7,-0.020718157325363293,0.07006549438634141
8,1,0,0.2189812871511404,0.09532431521695836
8,1,1,0.4898262740113944,0.09532431521695836
8,1,2,0.05862865210153918,0.09532431521695836
8,1,3,0.3302119071868105,0.09532431521695836
8,1,4,0.11867031605120926,0.09532431521695836
8,1,5,0.5520569551366001,0.09532431521695836
8,1,6,0.04669183807153482,0.09532431521695836
8,1,7,0.5278357119491051,0.09532431521695836
8,2,0,-0.1685431602077806,0.0937788978289356
8,2,1,0.14432297214454784,0.0937788978289356
8,2,2,0.2602138201578999,0.0937788978289356
8,2,3,-0.37387167874340105,0.0937788978289356
8,2,4,0.27406762522611816,0.0937788978289356
8,2,5,0.7066404981761392,0.0937788978289356
8,2,6,0.1707078439717573,0.0937788978289356
8,2,7,-0.3737349213037241,0.0937788978289356
8,3,0,0.18063246142534745,0.10594628350105144
8,3,1,-0.19403743115056835,0.10594628350105144
8,3,2,-0.012051147446353615,0.10594628350105144
8,3,3,-0.4218268220204479,0.10594628350105144
8,3,4,-0.03930349992702498,0.10594628350105144
8,3,5,-0.268427685042586,0.10594628350105144
8,3,6,0.20340227889435186,0.10594628350105144
8,3,7,-0.7979145408436965,0.10594628350105144
8,4,0,0.5616648064044947,0.13765145824707742
8,4,1,0.11375200641292568,0.13765145824707742
8,4,2,0.18147709802109502,0.13765145824707742
8,4,3,-0.7055112206983705,0.13765145824707742
8,4,4,-0.20409674847534018,0.13765145824707742
8,4,5,0.004756298254768239,0.13765145824707742
8,4,6,0.2832121466501267,0.13765145824707742
8,4,7,0.1379343281942968,0.13765145824707742
9,0,0,-0.27791431650013076,0.06742923994060104
9,0,1,-0.42293150792610645,0.06742923994060104
9,0,2,0.2555427094323136,0.06742923994060104
9,0,3,-0.49079284550431407,0.06742923994060104
9,0,4,0.3650696805630988,0.06742923994060104
9,0,5,0.5261445306716771,0.06742923994060104
9,0,6,0.15207482535366879,0.06742923994060104
9,0,7,0.0669491221684429,0.06742923994060104
9,1,0,0.3209482521953422,0.10379831240141428
9,1,1,0.43091536882081166,0.10379831240141428
9,1,2,0.22185452098955918,0.10379831240141428
9,1,3,0.3135613097534414,0.10379831240141428
9,1,4,0.24671563178577077,0.10379831240141428
9,1,5,0.39569013720591584,0.10379831240141428
9,1,6,0.21799820969390438,0.10379831240141428
9,1,7,0.5466274156523576,0.10379831240141428
9,2,0,-0.2168870991822839,0.09823785616308198
9,2,1,0.17414719529589312,0.09823785616308198
9,2,2,0.2630366867005709,0.09823785616308198
9,2,3,-0.47497622986321375,0.09823785616308198
9,2,4,0.17869548148994277,0.09823785616308198
9,2,5,0.7152701864353723,0.09823785616308198
9,2,6,0.23041774539168286,0.09823785616308198
9,2,7,-0.17665267844503496,0.09823785616308198
9,3,0,0.12771352289566104,0.09625747444960593
9,3,1,-0.04519356675129508,0.09625747444960593
9,3,2,0.11452602683012557,0.09625747444960593
9,3,3,-0.43354037543218443,0.09625747444960593
9,3,4,-0.1950501501817158,0.09625747444960593
9,3,5,-0.43185654423913883,0.09625747444960593
9,3,6,0.14799815550261272,0.09625747444960593
9,3,7,-0.7308387219323172,0.09625747444960593
9,4,0,0.4709082833072316,0.14680467739755118
9,4,1,-0.07545717334804644,0.14680467739755118
9,4,2,0.168267284779474,0.14680467739755118
9,4,3,-0.7284905525309388,0.14680467739755118
9,4,4,-0.1986496136817372,0.14680467739755118
9,4,5,-0.2478053280881444,0.14680467739755118
9,4,6,0.3100323819404084,0.14680467739755118
9,4,7,0.1286468408842212,0.14680467739755118
10,0,0,-0.09026231953244214,0.06197254869812276
10,0,1,-0.12064732644710845,0.06197254869812276
10,0,2,0.04700197719899656,0.06197254869812276
10,0,3,-0.483828931418106,0.06197254869812276
10,0,4,0.4784438173003601,0.06197254869812276
10,0,5,0.7013920383074665,0.06197254869812276
10,0,6,0.037349611148606014,0.06197254869812276
10,0,7,0.13690522928475302,0.06197254869812276
10,1,0,0.3668106470431085,0.11021857017720388
10,1,1,0.4157785564235053,0.11021857017720388
10,1,2,0.3631045918199281,0.11021857017720388
10,1,3,0.21684371052372145,0.11021857017720388
10,1,4,0.25899976525293106,0.11021857017720388
10,1,5,0.22161553854547736,0.11021857017720388
10,1,6,0.2945969906514221,0.11021857017720388
10,1,7,0.5574318679808395,0.11021857017720388
10,2,0,-0.044477878746265215,0.10289432105687482
10,2,1,0.48123824054035824,0.10289432105687482
10,2,2,0.2915673319381619,0.10289432105687482
10,2,3,-0.5213150847921433,0.10289432105687482
10,2,4,0.2679466064167048,0.10289432105687482
10,2,5,0.35682627572977127,0.10289432105687482
10,2,6,0.11621177661336646,0.10289432105687482
10,2,7,-0.4438749738291652,0.10289432105687482
10,3,0,-0.04441753126860739,0.10466955475280054
10,3,1,0.011124051339523499,0.10466955475280054
10,3,2,-0.09163242986638255,0.10466955475280054
10,3,3,-0.43320102907618874,0.10466955475280054
10,3,4,-0.24800709503716795,0.10466955475280054
10,3,5,-0.4268570893035525,0.10466955475280054
10,3,6,0.2719258974066256,0.10466955475280054
10,3,7,-0.6958344018747402,0.10466955475280054
10,4,0,0.6161092971902813,0.14025114707530528
10,4,1,0.024430223030584876,0.14025114707530528
10,4,2,-0.03091647055001366,0.14025114707530528
10,4,3,-0.7295716091108704,0.14025114707530528
10,4,4,-0.21977748237657588,0.14025114707530528
10,4,5,-0.09013711301682495,0.14025114707530528
10,4,6,0.17357210231800083,0.14025114707530528
10,4,7,0.005274391005300655,0.14025114707530528
11,0,0,-0.25959637248752665,0.07458413309082915
11,0,1,0.004979646859793088,0.07458413309082915
11,0,2,-0.2500173979505774,0.07458413309082915
11,0,3,-0.44079569123708967,0.07458413309082915
11,0,4,0.1539662815970874,0.07458413309082915
11,0,5,0.7333951321473379,0.07458413309082915
11,0,6,-0.30577828478533386,0.07458413309082915
11,0,7,0.14387837729168762,0.07458413309082915
11,1,0,0.3299733500948249,0.11642949252430465
11,1,1,0.35972664796949183,0.11642949252430465
11,1,2,0.3917889851278786,0.11642949252430465
11,1,3,0.2481861115779796,0.11642949252430465
11,1,4,0.29877015976046234,0.11642949252430465
11,1,5,0.07659102902125235,0.11642949252430465
11,1,6,0.3574465720504834,0.11642949252430465
11,1,7,0.5689653100638529,0.11642949252430465
11,2,0,-0.20557024643276972,0.09417379304372954
11,2,1,0.17506391786932746,0.09417379304372954
11,2,2,0.34731106208204493,0.09417379304372954
11,2,3,-0.3194763632112045,0.09417379304372954
11,2,4,0.4593081037478059,0.09417379304372954
11,2,5,0.6591234465844754,0.09417379304372954
11,2,6,-0.13062096966915407,0.09417379304372954
11,2,7,-0.20477764719630506,0.09417379304372954
11,3,0,0.047826223821969854,0.11726261070664656
11,3,1,-0.10595572599335246,0.11726261070664656
11,3,2,-0.15432930053142593,0.11726261070664656
11,3,3,-0.34774657357275746,0.11726261070664656
11,3,4,-0.3273645094282449,0.11726261070664656
11,3,5,-0.032047609807971264,0.11726261070664656
11,3,6,0.5387518621883591,0.11726261070664656
11,3,7,-0.6658022836266582,0.11726261070664656
11,4,0,0.5508726614045197,0.1340879816033672
11,4,1,0.14205300163893217,0.1340879816033672
11,4,2,-0.09956706684630197,0.1340879816033672
11,4,3,-0.7728204464219359,0.1340879816033672
11,4,4,-0.25225999399467885,0.1340879816033672
11,4,5,0.023912450083230893,0.1340879816033672
11,4,6,0.023454526313589387,0.1340879816033672
11,4,7,0.06661970863789063,0.1340879816033672
12,0,0,-0.16800994090452168,0.07511590641555603
12,0,1,0.15359895088397787,0.07511590641555603
12,0,2,-0.4055049281208911,0.07511590641555603
12,0,3,-0.40594931253592836,0.07511590641555603
12,0,4,0.30530079566865004,0.07511590641555603
12,0,5,0.6969437511378094,0.07511590641555603
12,0,6,-0.12235594815307792,0.07511590641555603
12,0,7,0.15824279623783058,0.07511590641555603
12,1,0,0.3658262748691019,0.12353746433241303
12,1,1,0.046224510042365136,0.12353746433241303
12,1,2,0.4455569191056558,0.12353746433241303
12,1,3,0.2717061272382902,0.12353746433241303
12,1,4,0.12419212216866611,0.12353746433241303
12,1,5,-0.021125045815392655,0.12353746433241303
12,1,6,0.2250313640265421,0.12353746433241303
12,1,7,0.7246931595525493,0.12353746433241303
12,2,0,-0.034113302114346114,0.10116157558584574
12,2,1,0.35508410430492765,0.10116157558584574
12,2,2,0.18574726742147216,0.10116157558584574
12,2,3,-0.3313633942882245,0.10116157558584574
12,2,4,0.3122135186888777,0.10116157558584574
12,2,5,0.7517673505521083,0.10116157558584574
12,2,6,0.06351732969799137,0.10116157558584574
12,2,7,-0.2485597129168743,0.10116157558584574
12,3,0,-0.03475658434087621,0.1139850255082374
12,3,1,-0.12463255956056876,0.1139850255082374
12,3,2,-0.2213331124186096,0.1139850255082374
12,3,3,-0.23094134360925705,0.1139850255082374
12,3,4,-0.3299602884580285,0.1139850255082374
12,3,5,-0.1903678370368105,0.1139850255082374
12,3,6,0.49133641131798916,0.1139850255082374
12,3,7,-0.7031438526385695,0.1139850255082374
12,4,0,0.7797627021881299,0.13492998052815888
12,4,1,0.27756760187420565,0.13492998052815888
12,4,2,-0.3127133606241663,0.13492998052815888
12,4,3,-0.4194114574412624,0.13492998052815888
12,4,4,-0.004362069716832386,0.13492998052815888
12,4,5,0.09841850190412929,0.13492998052815888
12,4,6,-0.16818802868325824,0.13492998052815888
12,4,7,0.05690600100566792,0.13492998052815888
13,0,0,-0.13463101704616895,0.07250723197949673
13,0,1,0.1597539894873171,0.07250723197949673
13,0,2,-0.07300253423260639,0.07250723197949673
13,0,3,-0.2642479368627764,0.07250723197949673
13,0,4,0.37334393333463683,0.07250723197949673
13,0,5,0.7734259089495175,0.07250723197949673
13,0,6,0.11938072203018482,0.07250723197949673
13,0,7,0.35968280660077234,0.07250723197949673
13,1,0,0.21265165222252616,0.12720369591203354
13,1,1,0.1150047996972015,0.12720369591203354
13,1,2,0.2924518165660949,0.12720369591203354
13,1,3,0.3777557691794526,0.12720369591203354
13,1,4,0.3027932370310577,0.12720369591203354
13,1,5,-0.11042619395094302,0.12720369591203354
13,1,6,0.4201732687718769,0.12720369591203354
13,1,7,0.6579532033870771,0.12720369591203354
13,2,0,-0.03540693857788341,0.10582577068750469
13,2,1,0.44546314883429455,0.10582577068750469
13,2,2,0.31989855106511006,0.10582577068750469
13,2,3,-0.46278502590629356,0.10582577068750469
13,2,4,0.43839885044847887,0.10582577068750469
13,2,5,0.28763514930105455,0.10582577068750469
13,2,6,0.1355893199925116,0.10582577068750469
13,2,7,-0.4364537439554522,0.10582577068750469
13,3,0,-0.17937370447288029,0.12152240810972435
13,3,1,-0.24868879517512452,0.12152240810972435
13,3,2,-0.09506241487101327,0.12152240810972435
13,3,3,-0.34325352859137864,0.12152240810972435
13,3,4,0.05685831230268719,0.12152240810972435
13,3,5,0.027832502129823942,0.12152240810972435
13,3,6,0.46940454814534266,0.12152240810972435
13,3,7,-0.7448294847162221,0.12152240810972435
13,4,0,0.619807779325238,0.14221443682721877
13,4,1,0.04056942744807198,0.14221443682721877
13,4,2,-0.4139042996030256,0.14221443682721877
13,4,3,-0.47206215074707236,0.14221443682721877
13,4,4,-0.3010904297538522,0.14221443682721877
13,4,5,-0.1615507029359555,0.14221443682721877
13,4,6,0.06411320149725339,0.14221443682721877
13,4,7,0.3149101658972131,0.14221443682721877
14,0,0,-0.10775223992240152,0.08551720293905035
14,0,1,0.3816152087008199,0.08551720293905035
14,0,2,-0.16544830691065546,0.08551720293905035
14,0,3,-0.20462178193036454,0.08551720293905035
14,0,4,0.0060724027256855145,0.08551720293905035
14,0,5,0.7779531118777289,0.08551720293905035
14,0,6,-0.26535452526001796,0.08551720293905035
14,0,7,0.31281803926906965,0.08551720293905035
14,1,0,0.1681694468125176,0.11513627968657014
14,1,1,0.1877289397767019,0.11513627968657014
14,1,2,-0.005624297990914536,0.11513627968657014
14,1,3,0.3419272804155928,0.11513627968657014
14,1,4,0.45053101075310215,0.11513627968657014
14,1,5,0.25111097641023367,0.11513627968657014
14,1,6,0.31008389259032965,0.11513627968657014
14,1,7,0.6762721694564796,0.11513627968657014
14,2,0,0.05282408275896718,0.11030759948217471
14,2,1,0.5679667262808216,0.11030759948217471
14,2,2,0.17430774690916442,0.11030759948217471
