t,agent,x0,x1,x2,x3,x4
0,0,0.9103955613157384,0.2695418386828266,0.543409798112243,1.1370391288514856,1.0787720962819014
0,1,-0.4602695516062991,0.5445074432620096,-0.02163779808947558,-0.0350168966460221,0.35029235217610377
0,2,0.10039117391234538,0.7965999879807025,0.43455966863287004,0.07743003749717102,0.3669247175796304
0,3,0.1952065520190398,0.816502771078018,-0.04853832582352707,0.1731263800762075,-0.2820547684439447
0,4,-1.248125519585133,0.39627253221939523,0.4862589054891262,-0.35448998095246415,1.2798704132007215
0,5,-0.698813448967476,0.09234249314993798,-0.03955111895354346,0.7829821364299856,0.8796724861570602
0,6,0.10584310118036454,0.25854449430030174,-0.38985206775568304,-0.9738057048612068,-0.02896297345615867
0,7,0.10654387288389641,0.6846085748630754,0.655230730451579,-0.1770708794532193,-0.006158274080750148
0,8,-0.4959070942016399,-0.6405457340902726,-0.799094289253133,0.9919802268666517,-0.10983298966890914
0,9,-0.1906677624736868,-0.5569344455257481,0.44278598397532837,-0.7903563945282189,0.03862296109993327
0,10,-0.4193638922649314,0.26291448342884594,-0.20136176272506318,-0.5737235628104492,0.13090198703759018
0,11,0.24253532359711522,0.1027218456907989,0.20527675492926406,-0.30056851758972497,-0.036377481786651455
0,12,-0.30786083555606913,-0.11031334627105571,-0.3525323349628537,-0.8465487719150816,0.23370617233379404
0,13,-0.17252107977222456,-0.7456359389838073,0.28543193382226045,-0.43705665294086427,0.1709657991049871
0,14,0.3929146694206748,0.13395468987792028,0.6237411483310237,-0.6008203809260695,0.3461639217956921
0,15,-0.3140356571382502,-0.3659353400917259,-0.2353840263228344,-0.1391837368129295,0.17307577232179033
0,16,-0.5542055320597719,0.5198764779763085,0.28687202592460326,-0.751529313887855,0.8891191981047175
0,17,0.976313976347198,0.6588530200790403,-0.03592161184680209,-0.5187837815045144,0.6722189646724859
0,18,-0.17321908515468343,0.6806857696904287,0.1581782950978035,0.5049120474926132,0.32317629979411855
0,19,0.38165597242788046,0.07471324485962519,0.9469760530122909,0.08004857560256677,0.34598778292926846
0,20,0.9699447368600336,-0.6044162960720082,-0.5812016931834935,0.5012908833297625,-0.4415686013501623
0,21,1.0001799811565526,-0.13734625588065874,-0.31968659966100554,0.9780635424909492,0.8852504969241297
0,22,0.9621488685451913,0.5224855636369076,-0.37657203646797793,0.9716250058002737,0.010991415731227416
0,23,0.42959758623010397,0.5430892183860889,-0.02346424048604373,0.32363221442379697,0.606096436990181
0,24,0.2165821539097211,-0.48023716079288226,0.20315989316240135,0.679785477594272,-0.20229082865876513
0,25,-0.046447881831928994,-0.14811354136160376,0.9786726702990443,0.35273990775697456,0.3487240193274728
0,26,-0.3565886488907518,0.33908783014512356,-0.2831255242693147,0.03250780838793241,-0.17292993798252287
0,27,0.36658603580515625,0.3577586428066854,-0.050108571729624074,0.21459588558157947,-0.40153765315833523
0,28,-0.7172594080208964,0.2891590851314834,0.13737755374563787,0.33410824769681,1.3365654886388887
0,29,0.5006091318271133,-0.38694787822286436,0.6125489501072998,-0.6413611760050038,-0.08579920120043688
1,0,0.4835671689897756,0.20423415384062826,0.32574570511549483,0.5851120936764996,0.6843791493478684
1,1,-0.20176538747124317,0.34171695613021974,0.04322190701463556,-0.0009159190722542315,0.3201392772949695
1,2,0.07856497528807907,0.4677632284895662,0.2713206403758084,0.05530754799934233,0.32845545999673287
1,3,0.1259726643414263,0.47771462003822396,0.029771643147609814,0.10315571928886057,0.0039657169849453
1,4,-0.5956933714606601,0.2675995006089126,0.29717025880393644,-0.16065246122547525,0.7849283078072784
1,5,-0.3210373361518316,0.11563448107418393,0.03426524658260162,0.4080835974657496,0.5848293442854477
1,6,0.08129093892208865,0.19873548164936583,-0.14088522781846818,-0.47031032317984656,0.1305116144788383
1,7,0.08164132477385459,0.4117675219307526,0.3816561712851628,-0.07194291047585284,0.14191396416654256
1,8,-0.21958415876891357,-0.25080963254592137,-0.34550633856719315,0.5125826426840827,0.09007660637246306
1,9,-0.06696449290493701,-0.20900398826365912,0.27543379804703755,-0.37858566801335264,0.16430458175688425
1,10,-0.18131255780055933,0.2009204762136379,-0.046640075303158224,-0.2702692521544678,0.21044409472571274
1,11,0.149637050130464,0.1208241573446144,0.1566791835240054,-0.13369172954410566,0.1268043603135919
1,12,-0.12556102944612818,0.01430656136368709,-0.12222536142205348,-0.406681856706784,0.26184618737381465
1,13,-0.05789115155420589,-0.3033547349926887,0.1967567729705036,-0.2019357972196753,0.2304760007594112
1,14,0.2248267230422438,0.13644057943817509,0.3659113802248852,-0.2838176612122779,0.31807506210476366
1,15,-0.12864844023721872,-0.11350443554664802,-0.06365120710204386,-0.05299933915570794,0.2315309873678128
1,16,-0.24873337769797954,0.3294014734873692,0.19747681902167497,-0.3591721276931707,0.5895527002592764
1,17,0.5165263765055054,0.3988897445387351,0.036080000135972304,-0.2427993615015004,0.4811025835431606
1,18,-0.05824015424543533,0.4098061193444293,0.13312995360827512,0.26904855299706343,0.30658125110397694
1,19,0.21919737454584662,0.10681985692902754,0.5275288325655187,0.056616817052040205,0.31798699267155184
1,20,0.5133417567619232,-0.23274491353678917,-0.2365600405323734,0.26723797091563806,-0.07579119946816348
1,21,0.5284593789101827,0.0007901065588855616,-0.10580249377112944,0.5056243004962314,0.5876183496689825
1,22,0.509443822604502,0.3307060163176687,-0.1342452121746156,0.5024050321508937,0.15048880907253134
1,23,0.24316818144695837,0.3410078436922594,0.042308685816351485,0.1784086364626553,0.4480413197020081
1,24,0.13666046528676695,-0.1706553458972262,0.155620752640574,0.3564852680478928,0.04384768687753507
1,25,0.0051454474159418895,-0.004593536181586921,0.5433771412088955,0.1929624831292441,0.31935511087065405
1,26,-0.14992493611346952,0.2390071495717767,-0.08752195607528401,0.03284643344472302,0.0585281322156562
1,27,0.2116624062344845,0.24834255590255766,0.028986520194561313,0.12389047204154655,-0.05577572537224995
1,28,-0.3302603156785418,0.21404277706495667,0.12272958293219229,0.18364665309916184,0.813275845526362
1,29,0.27867395424546304,-0.12401070461221725,0.36031528111302324,-0.30408805875174505,0.1020935006066992
2,0,0.2701529728267942,0.17158031141952906,0.21691365861712075,0.30914857608900664,0.4871826758808518
2,1,-0.0725133054037152,0.24032171256432483,0.07565175956669112,0.016134569714629707,0.30506273985440235
2,2,0.06765187597594591,0.30334484874399803,0.18970112624727753,0.044246303250427985,0.30922083120528404
2,3,0.09135572050261953,0.3083205445183269,0.06892662763317825,0.0681703888951871,0.14697595969939026
2,4,-0.2694772973984237,0.20326298480367122,0.20262593546134156,-0.0637337013619808,0.5374572551105568
2,5,-0.13214927974400942,0.1272804750363069,0.07117342935067417,0.22063432798363164,0.4374077733496415
2,6,0.0690148577929507,0.16883097532389785,-0.01640180784986074,-0.21856263233916645,0.21024890844633676
2,7,0.06919005071883368,0.27534699546459124,0.24486889170195475,-0.0193789259871696,0.2159500832901889
2,8,-0.0814226910525504,-0.05594158177374575,-0.11871236322422324,0.2728838505927982,0.19003140439314914
2,9,-0.005112858120562128,-0.0350387596326146,0.19175770508289214,-0.1727003047559195,0.22714539208535972
2,10,-0.06228689056837328,0.1699234726060339,0.03072076840779424,-0.11854209682647707,0.250215148569774
2,11,0.10318791339713837,0.12987531317152215,0.13238039782137606,-0.050253335521296,0.20839528136371355
2,12,-0.034411126391157704,0.0766165151810585,-0.00707187465165339,-0.18674839910263516,0.2759161948938249
2,13,-0.000576187445196566,-0.08221413299712943,0.15241919254462516,-0.08437536935908083,0.2602311015866232
2,14,0.14078274985302827,0.1376835242183025,0.23699649617181595,-0.12531630135538213,0.30403063225929944
2,15,-0.03595483178670297,0.012711016725890922,0.02221520250835142,-0.00990714032709715,0.260758594890824
2,16,-0.09599730051708338,0.23416397124289956,0.15277921557021085,-0.16299353459582852,0.4397694513365558
2,17,0.28663257658465907,0.2689081067685825,0.07208080612735951,-0.10480715149999337,0.3855443929784979
2,18,-0.0007506887908112839,0.2743662941714296,0.12060578286351091,0.15111680574928854,0.2982837267589061
2,19,0.13796807560482968,0.12287316296372872,0.3178052223421327,0.04490093777677692,0.3039865975426935
2,20,0.285040266712868,-0.04690922226917965,-0.06423921420681333,0.15021151470857586,0.10709750147283587
2,21,0.29259907778699773,0.06985828777865773,0.0011395591738086325,0.26940467949887253,0.43880227604140887
2,22,0.2830912996341574,0.2348162426580493,-0.013081800027934451,0.2677950453262037,0.2202375057431833
2,23,0.14995347905538556,0.23996715634534466,0.07519514896754909,0.10579684748208448,0.36901376105792166
2,24,0.09669962097528986,-0.015864438449398166,0.13185118237966037,0.19483516327470324,0.16691694464568513
2,25,0.030942112039877324,0.06716646640842149,0.32572937666382107,0.11307377081537888,0.30467065664224463
2,26,-0.04659307972482837,0.1889668092851033,0.010279828021731344,0.033015745973118335,0.17425716731474572
2,27,0.13420059144914864,0.1936345124504938,0.068534066156654,0.0785377652715301,0.11710523852079263
2,28,-0.13676076950736452,0.17648462303169327,0.1154055975254695,0.10841585580033775,0.5516310239700986
2,29,0.1677063654546379,0.0074578821931063355,0.23419844661588496,-0.1354515001251157,0.1960398515102672
